profile_age_days,applications_7d,applications_30d,avg_applications_30d,app_to_avg_ratio,skills_count,endorsements_count,experience_years,skills_to_exp_ratio,institution_risk_score,company_risk_score,gpa_anomaly_score,tenure_gap_months,avg_tenure_months,time_since_last_app_hrs,is_new_device,ip_risk_score,email_risk_score,login_velocity_24h,failed_logins_24h,copy_paste_ratio,feature_noise_1,feature_noise_2,feature_noise_3,feature_noise_4
974,7,12,8.529,0.0467,39,21,12.2,2.998,0.4523,0.4877,0.15,0.9,14.9,55.42,0,0.1614,0.1284,2,2,0.0856,-0.0761,-1.1729,77.0,0.1029
1853,6,12,3.5196,0.1126,9,35,5.2,1.602,0.7363,0.0491,0.238,4.6,12.4,27.11,0,0.2457,0.5351,2,0,0.0282,0.1063,1.4202,7.0,0.8847
2631,6,17,8.1767,0.069,37,8,14.6,2.381,0.3397,0.2884,0.4593,0.9,42.0,26.72,0,0.1004,0.2567,3,0,0.4622,-0.2676,-1.6248,81.0,0.944
958,0,1,12.1526,0.0027,29,44,12.3,2.213,0.0099,0.328,0.3432,0.9,50.5,83.78,1,0.1326,0.0917,4,1,0.143,-0.0029,-1.6117,28.0,0.993
3522,0,2,2.2631,0.029,30,10,12.5,2.286,0.1355,0.2633,0.1608,2.9,24.5,0.64,1,0.3971,0.1954,3,0,0.0996,0.8468,-2.711,6.0,0.1145
537,6,7,2.5395,0.0907,13,48,5.4,2.147,0.1993,0.1938,0.0328,0.2,30.9,31.15,1,0.3166,0.7316,3,1,0.2888,1.0031,-0.1223,36.0,0.2067
2601,7,16,2.9029,0.1816,8,5,3.1,2.192,0.1395,0.1625,0.0863,0.3,20.2,2.27,0,0.255,0.2115,1,0,0.2196,0.7624,0.38,81.0,0.7351
3641,7,11,6.0397,0.0604,46,7,19.4,2.257,0.2388,0.4819,0.0483,10.7,12.9,2.01,0,0.0715,0.09,0,0,0.1502,0.7902,1.4472,77.0,0.072
3307,5,24,3.8977,0.2035,18,58,9.6,1.738,0.3207,0.1735,0.5069,2.5,15.5,8.41,1,0.2547,0.2586,2,0,0.1682,-1.2248,-1.2062,69.0,0.865
2366,3,19,1.6211,0.3828,16,47,5.5,2.579,0.4236,0.1754,0.4161,0.4,39.3,25.0,0,0.1312,0.2345,1,2,0.087,-1.8944,0.231,54.0,0.1902
1320,3,6,4.6786,0.0424,19,46,8.2,2.089,0.0888,0.0675,0.1844,2.8,10.4,720.0,0,0.523,0.384,4,0,0.4673,0.5243,0.4843,75.0,0.9981
2137,4,19,11.0093,0.0574,8,23,3.0,2.157,0.0979,0.0899,0.3295,12.9,14.3,13.14,0,0.1622,0.1987,1,0,0.3625,0.2684,-0.5413,68.0,0.0064
2952,4,5,4.9423,0.0335,18,46,11.5,1.525,0.092,0.5023,0.3551,3.0,24.3,69.95,0,0.1738,0.4648,0,0,0.1294,-0.3185,-0.6393,6.0,0.7799
1621,4,20,2.7691,0.2379,17,17,4.1,3.466,0.3137,0.3412,0.2391,2.2,5.8,53.77,1,0.264,0.5392,1,1,0.4772,0.1383,1.084,32.0,0.3157
981,2,11,25.9522,0.0141,10,19,3.2,2.62,0.2956,0.0679,0.1283,2.8,4.8,3.32,0,0.3766,0.1617,2,1,0.02,2.1076,-1.0521,72.0,0.3246
3647,5,14,4.1598,0.1113,11,12,6.0,1.634,0.2552,0.4289,0.0057,3.1,8.9,28.24,0,0.1465,0.3192,1,0,0.2464,1.2668,0.3949,56.0,0.2586
1875,2,13,5.6774,0.0759,24,28,7.5,2.845,0.1322,0.4314,0.0808,0.2,21.8,27.78,0,0.0854,0.7106,2,0,0.1178,-1.3338,-0.8832,21.0,0.1424
1494,2,11,1.2912,0.2768,4,46,1.0,2.411,0.2454,0.4814,0.1089,2.6,25.8,27.14,0,0.3045,0.3106,1,0,0.2923,-0.8073,0.7407,92.0,0.4725
3482,3,12,2.0959,0.1879,38,52,21.4,1.71,0.3424,0.5693,0.1016,4.4,64.2,133.11,0,0.0044,0.2337,1,0,0.0629,0.5461,-0.7285,90.0,0.5566
1078,1,11,2.6229,0.138,55,54,24.3,2.189,0.3117,0.5373,0.4629,7.8,6.3,24.88,0,0.3884,0.1789,2,1,0.1984,-0.8756,-0.7097,66.0,0.4515
2870,3,5,8.2556,0.0201,54,0,18.4,2.796,0.0257,0.0804,0.533,3.5,32.2,4.11,0,0.1951,0.2665,1,1,0.215,-0.0449,0.1015,42.0,0.9024
1131,2,2,6.5919,0.0101,10,36,0.8,5.905,0.3276,0.1558,0.0016,1.1,18.8,146.46,0,0.0435,0.1587,1,1,0.1286,0.2658,0.1343,57.0,0.9083
1751,4,22,30.0,0.0244,34,58,12.8,2.468,0.3946,0.1263,0.0578,4.6,24.4,56.34,0,0.2095,0.1042,4,0,0.015,1.9067,1.4011,86.0,0.1637
321,2,15,1.8671,0.2631,29,24,8.2,3.225,0.2113,0.4116,0.2871,1.0,52.4,3.72,0,0.2474,0.272,1,1,0.0929,0.7453,0.0041,63.0,0.9137
1640,2,10,4.51,0.0734,23,30,8.7,2.389,0.504,0.1075,0.0313,0.1,11.6,42.27,0,0.1881,0.0103,1,1,0.1919,-0.9145,-0.884,20.0,0.6307
654,3,9,2.4105,0.1228,7,54,4.1,1.509,0.0116,0.0065,0.4295,1.0,25.4,177.89,0,0.3327,0.1648,5,0,0.11,-0.9841,-0.1784,83.0,0.4342
1780,5,6,1.1619,0.1673,23,54,7.7,2.649,0.3754,0.1192,0.0284,0.7,35.7,7.19,0,0.3733,0.2667,2,0,0.3803,0.2432,1.3034,57.0,0.1897
3425,2,9,6.7972,0.0439,14,51,4.3,2.712,0.0932,0.2349,0.1073,3.2,34.0,6.66,0,0.1788,0.066,2,2,0.0931,-0.7853,-0.34,92.0,0.3917
3607,0,3,1.7386,0.0564,20,53,7.8,2.361,0.2131,0.4362,0.0996,1.7,39.9,164.6,0,0.1931,0.0798,3,0,0.3107,-1.6097,-0.2175,52.0,0.5343
2013,7,17,2.6245,0.2132,6,21,3.2,1.464,0.0371,0.0789,0.0688,1.8,15.9,68.09,0,0.0398,0.3274,3,0,0.4699,-0.5962,0.3866,15.0,0.7564
3120,3,11,3.2876,0.1104,9,43,1.9,3.094,0.1607,0.1837,0.1393,4.8,48.7,29.54,0,0.214,0.2776,0,0,0.5898,-1.7461,0.5418,55.0,0.175
1107,1,7,1.7242,0.1328,67,50,32.7,2.007,0.2019,0.4076,0.1494,0.9,34.1,102.34,1,0.6515,0.4865,1,0,0.1132,-1.1328,1.6957,32.0,0.6599
1588,2,13,1.5454,0.2745,8,54,2.2,2.667,0.168,0.1211,0.4584,6.6,14.5,720.0,1,0.2132,0.1486,0,0,0.3866,-0.3193,0.7232,9.0,0.5356
2493,6,13,9.8488,0.0439,13,28,6.9,1.689,0.0796,0.3109,0.3609,5.6,9.3,315.13,0,0.3045,0.0711,1,0,0.09,-1.4861,-0.1813,50.0,0.0073
1201,6,10,2.1886,0.15,38,50,12.2,2.878,0.2716,0.0396,0.0624,1.6,29.6,40.03,1,0.4106,0.4384,1,0,0.4521,0.1699,0.478,49.0,0.0898
1358,0,2,3.5958,0.0184,6,3,2.1,1.996,0.0373,0.2765,0.1553,5.8,27.2,32.99,0,0.2024,0.2685,2,0,0.1485,1.1542,-0.6309,25.0,0.944
3520,2,3,1.4632,0.0668,17,46,3.6,3.732,0.4409,0.066,0.0208,8.5,56.5,8.63,1,0.0575,0.3337,1,1,0.5532,1.0439,-0.9988,96.0,0.6334
1368,6,10,2.581,0.1275,19,26,7.2,2.446,0.342,0.0922,0.0623,0.6,45.2,60.04,0,0.1481,0.0041,1,0,0.0237,-0.9231,0.9305,86.0,0.2495
2576,3,19,4.0431,0.1554,43,40,17.2,2.378,0.116,0.2561,0.0414,6.0,26.7,61.84,0,0.0657,0.3491,0,0,0.3141,0.0943,-1.6729,49.0,0.5881
2354,0,14,8.8836,0.0523,11,58,4.8,2.001,0.2022,0.1618,0.5583,2.7,51.3,85.26,0,0.2774,0.2278,1,0,0.5696,-0.1042,-0.4302,12.0,0.4009
3384,5,6,1.9842,0.0991,29,2,9.9,2.683,0.1068,0.2545,0.228,3.1,27.3,69.99,0,0.199,0.0592,2,0,0.1374,-0.8584,0.502,0.0,0.8879
2764,6,9,6.9434,0.043,11,45,3.7,2.502,0.5785,0.0554,0.3831,4.2,25.8,8.76,0,0.2482,0.3924,4,1,0.2528,-0.974,1.8327,88.0,0.9132
1969,6,15,4.8011,0.1034,43,13,15.6,2.599,0.5728,0.4458,0.1527,1.2,14.4,46.83,0,0.4264,0.1205,2,0,0.2238,1.5837,-1.7432,54.0,0.9111
52,3,22,1.082,0.6575,7,59,2.2,2.282,0.0329,0.0535,0.1545,4.2,34.1,3.15,0,0.0585,0.0337,1,1,0.4603,0.1701,1.4375,25.0,0.1136
2557,5,17,2.66,0.2104,11,26,1.0,5.723,0.1711,0.0795,0.0927,0.7,5.4,224.18,0,0.3876,0.4945,1,1,0.3279,-1.3663,1.7039,25.0,0.9464
2566,5,11,4.099,0.0887,28,22,8.5,3.005,0.0753,0.0768,0.2482,1.8,14.8,309.77,0,0.0729,0.0258,0,0,0.1851,-0.3662,-0.492,26.0,0.1995
1454,4,10,1.4628,0.2228,11,19,3.9,2.418,0.1884,0.1726,0.2242,10.0,30.7,720.0,0,0.1775,0.1519,1,2,0.0206,-0.1669,0.2446,95.0,0.1937
2146,0,0,9.5612,0.0,9,55,2.1,2.909,0.6378,0.3229,0.0655,1.6,26.8,8.16,0,0.2942,0.587,2,0,0.4451,-0.6761,-0.5068,62.0,0.6824
1355,5,9,1.4183,0.2067,20,55,8.2,2.244,0.2937,0.4138,0.1163,2.9,69.9,65.33,0,0.4514,0.1291,1,0,0.0894,-0.4318,0.3889,94.0,0.15
3241,2,6,4.629,0.0429,17,58,3.8,3.555,0.1694,0.4651,0.0996,0.5,8.1,20.86,0,0.2319,0.3031,1,1,0.0696,0.4761,-1.4134,98.0,0.2766
1429,7,25,0.9503,0.8472,16,38,5.2,2.6,0.1971,0.66,0.0205,0.5,46.1,198.51,1,0.246,0.0417,1,0,0.1911,0.2611,0.5826,19.0,0.0563
265,0,13,1.7764,0.2395,21,2,6.4,2.936,0.8712,0.2778,0.2995,1.8,18.0,179.48,0,0.2437,0.4027,1,0,0.3632,-0.7816,-0.6442,49.0,0.1603
311,6,22,8.1577,0.0895,37,54,20.7,1.728,0.0842,0.485,0.1696,0.4,19.0,34.32,0,0.3088,0.3832,2,0,0.2617,-0.6733,-0.1102,1.0,0.7533
3459,6,21,0.2172,2.7941,52,18,24.9,2.012,0.2404,0.0994,0.3911,5.0,21.5,311.89,0,0.362,0.4601,0,1,0.0655,0.067,-1.5497,1.0,0.2724
2473,1,1,3.0352,0.0109,19,25,8.3,2.089,0.1281,0.5627,0.5868,1.3,11.0,7.3,0,0.2249,0.1751,3,1,0.2456,0.8602,-0.6352,37.0,0.7768
2425,3,7,4.726,0.049,13,43,2.4,4.109,0.3885,0.1017,0.2712,2.6,94.4,716.86,0,0.0401,0.3801,1,0,0.0887,-1.3599,-0.3094,22.0,0.0136
358,5,23,2.7851,0.272,44,8,14.5,2.864,0.4006,0.1179,0.0561,0.1,120.0,3.32,0,0.2377,0.0541,2,0,0.2093,0.9307,-0.6458,0.0,0.0798
2312,1,16,1.0838,0.4774,12,47,4.9,2.098,0.2311,0.6087,0.0525,1.8,27.1,26.76,0,0.1611,0.2412,1,0,0.2141,-1.0231,0.8856,46.0,0.3761
2649,0,14,1.6483,0.2775,21,15,5.3,3.481,0.2787,0.1628,0.5159,2.1,24.5,4.9,0,0.1952,0.3114,1,0,0.1793,0.0682,-0.2199,88.0,0.8279
1164,7,7,1.4301,0.1594,6,41,3.5,1.434,0.2449,0.1798,0.053,0.7,9.4,22.21,1,0.2596,0.3881,3,0,0.1861,-0.0313,-2.0572,49.0,0.9833
1240,7,9,11.0514,0.0271,19,24,6.5,2.588,0.5052,0.3318,0.1033,11.9,28.7,17.09,0,0.1375,0.3148,2,0,0.1057,-0.0172,0.8403,90.0,0.2811
2973,5,19,0.7477,0.8109,41,21,14.7,2.659,0.1497,0.3282,0.3139,3.2,13.9,172.03,0,0.188,0.4618,3,0,0.2179,1.3897,0.7894,63.0,0.4489
1908,1,9,5.071,0.0588,16,39,6.0,2.287,0.3155,0.5778,0.1817,0.4,16.1,118.42,0,0.2782,0.329,3,0,0.0354,-0.6698,0.7404,26.0,0.6067
3295,3,5,2.3949,0.0686,43,24,17.6,2.339,0.051,0.2894,0.2306,0.7,42.8,2.23,0,0.1611,0.3917,2,0,0.3309,1.2779,0.7182,17.0,0.8396
909,4,6,3.1652,0.0625,22,55,11.8,1.741,0.1698,0.3441,0.2861,1.0,15.5,24.23,0,0.1662,0.0599,2,0,0.0592,-0.3604,-0.3613,61.0,0.9261
1418,7,19,3.9767,0.1579,43,23,18.5,2.251,0.2126,0.075,0.278,1.9,33.6,103.49,0,0.2316,0.1309,1,2,0.4107,0.0253,-0.4294,32.0,0.34
1301,5,19,4.8261,0.1303,27,21,11.5,2.199,0.7517,0.0892,0.4366,1.7,18.7,5.54,0,0.0809,0.0531,4,2,0.2324,0.2804,-2.1525,6.0,0.379
235,1,20,6.8825,0.0964,42,42,27.3,1.506,0.3202,0.1162,0.1313,1.6,16.1,274.93,0,0.3918,0.5079,0,1,0.1359,-1.1908,0.4755,86.0,0.0761
2037,2,10,4.0421,0.0818,24,8,9.8,2.219,0.6597,0.0654,0.119,5.7,8.0,72.21,0,0.4222,0.1607,1,0,0.2321,-0.0168,-1.1615,98.0,0.0501
2986,0,15,8.6099,0.0578,31,48,11.9,2.432,0.1407,0.3023,0.5954,6.7,45.4,61.9,0,0.1073,0.1327,2,0,0.4102,-0.5264,0.6164,50.0,0.3487
1588,6,20,0.5191,1.2068,13,51,2.2,4.208,0.2459,0.147,0.4036,2.6,17.0,14.11,0,0.1808,0.2364,1,1,0.1676,-0.9471,0.4374,66.0,0.268
1917,3,22,1.7444,0.4125,52,6,20.8,2.418,0.1257,0.3853,0.2474,1.8,15.5,68.59,0,0.3554,0.0072,1,0,0.2917,-1.5815,1.5086,70.0,0.7579
2993,6,19,2.965,0.2112,32,28,13.5,2.26,0.0699,0.5341,0.2206,5.9,20.2,18.99,0,0.2715,0.2196,1,0,0.2528,-0.8663,-0.1294,53.0,0.8288
1971,3,3,2.1,0.0469,8,5,3.7,1.756,0.3777,0.2028,0.1714,3.5,18.3,2.56,0,0.1292,0.2235,2,0,0.0624,-1.047,1.1275,86.0,0.4886
1517,6,21,6.7777,0.1028,21,0,8.9,2.152,0.2983,0.1784,0.359,0.7,16.1,20.87,0,0.2751,0.2251,1,0,0.2618,-1.0687,-0.6044,70.0,0.2781
512,6,25,4.7855,0.1729,16,38,2.5,4.616,0.6054,0.6481,0.456,1.0,35.7,99.32,0,0.1356,0.2232,0,1,0.1208,-0.2593,-1.7882,47.0,0.9789
189,3,22,0.7733,0.9091,12,5,6.1,1.808,0.0464,0.0563,0.1234,4.1,34.0,53.23,0,0.1585,0.286,2,0,0.1493,1.38,0.3108,1.0,0.5361
1863,1,18,5.099,0.1169,59,36,22.3,2.556,0.0297,0.1522,0.1428,2.1,14.6,8.1,1,0.2693,0.4198,3,0,0.4423,0.5357,2.2582,44.0,0.8062
600,0,16,9.6073,0.0553,51,34,17.3,2.815,0.2618,0.1529,0.4654,4.3,47.2,36.4,0,0.2866,0.362,5,0,0.2666,-0.1947,0.8309,55.0,0.0779
3455,3,17,4.4503,0.1264,33,39,10.2,2.958,0.2665,0.401,0.2941,7.2,57.8,108.46,0,0.1988,0.1398,4,0,0.3774,0.56,-0.9816,84.0,0.1429
2274,2,13,5.2317,0.0823,20,49,7.3,2.47,0.2331,0.0538,0.3442,1.2,20.8,8.19,0,0.1744,0.218,0,0,0.3194,0.0611,-1.7662,22.0,0.7236
1217,2,20,5.0208,0.1319,12,13,6.0,1.812,0.1566,0.2093,0.1158,0.1,8.0,81.82,0,0.2269,0.3388,2,0,0.2926,0.8454,-0.1379,28.0,0.5635
2089,7,19,1.4261,0.434,10,59,4.6,1.961,0.1892,0.1604,0.2712,11.1,33.4,12.88,0,0.1469,0.0774,1,1,0.1937,0.3044,0.7317,1.0,0.0211
2077,1,3,5.1806,0.0192,17,5,3.0,4.339,0.1337,0.3701,0.2636,8.0,30.8,34.27,0,0.2244,0.1557,1,0,0.3645,-1.4688,0.3833,1.0,0.6524
1415,6,14,3.5855,0.129,10,18,3.5,2.39,0.317,0.09,0.2055,1.3,23.9,720.0,0,0.3443,0.0604,0,0,0.0232,0.1964,1.1979,81.0,0.0993
2506,1,8,4.1853,0.0632,55,51,22.5,2.375,0.0125,0.304,0.5648,0.9,12.6,4.03,0,0.2069,0.2642,4,0,0.1938,0.6795,-1.0865,14.0,0.8358
1689,0,13,8.0203,0.0538,80,48,30.3,2.557,0.0758,0.3822,0.2426,2.6,18.0,27.53,0,0.5229,0.2376,1,1,0.4007,0.9147,-1.3458,83.0,0.1439
1917,1,2,1.6557,0.0395,7,59,3.3,1.675,0.1369,0.1875,0.0657,8.2,52.9,22.51,0,0.4268,0.014,0,0,0.2533,0.9889,-0.6218,44.0,0.6749
2595,2,18,3.594,0.1654,7,1,1.3,3.387,0.2808,0.2375,0.4407,4.7,6.2,275.74,0,0.2394,0.1368,2,1,0.2068,-0.5407,-0.9046,79.0,0.9236
2091,3,12,5.3864,0.0738,4,26,1.3,2.106,0.2425,0.2331,0.0631,3.6,20.7,41.62,1,0.3593,0.6859,2,1,0.1839,1.1737,-0.6884,2.0,0.6392
691,1,6,11.4948,0.0173,62,45,20.7,2.866,0.079,0.0994,0.4692,0.3,17.6,65.46,1,0.3478,0.1423,3,0,0.4283,-0.3763,0.8435,37.0,0.3845
1340,3,15,5.0458,0.0984,24,20,6.8,3.173,0.2412,0.1237,0.6971,0.7,17.0,4.98,0,0.3275,0.1718,0,0,0.2335,-0.7664,-1.9924,96.0,0.5916
2035,4,16,14.1401,0.0376,51,8,20.6,2.37,0.5224,0.3628,0.4052,1.7,13.6,35.69,0,0.0273,0.219,4,0,0.349,-1.5797,0.0931,70.0,0.5556
2757,3,22,2.4667,0.2933,58,11,32.6,1.739,0.0485,0.1461,0.2369,1.8,7.2,18.26,0,0.4036,0.1033,2,0,0.3789,-0.4713,0.9635,56.0,0.5151
3458,2,17,1.9397,0.2872,21,32,7.5,2.534,0.3734,0.3484,0.6331,5.2,41.5,5.7,0,0.4699,0.367,2,0,0.1571,0.8269,0.6267,45.0,0.0813
2148,4,13,6.053,0.0712,15,24,4.8,2.604,0.4715,0.0268,0.1644,1.6,36.4,11.72,0,0.2885,0.3014,5,0,0.0448,-1.0554,1.2494,40.0,0.0134
632,7,23,12.0971,0.0632,9,11,1.4,3.905,0.1241,0.0349,0.115,2.6,18.7,209.92,0,0.4301,0.4596,0,0,0.2554,-0.1478,-0.2408,87.0,0.3532
1268,6,7,11.6188,0.02,33,50,8.7,3.395,0.3825,0.5335,0.3522,1.3,23.3,1.25,0,0.1409,0.2745,3,0,0.1271,-0.6689,-0.71,53.0,0.8315
3553,4,17,3.2656,0.1718,11,8,3.3,2.577,0.3114,0.1667,0.2763,0.9,6.0,619.81,0,0.1989,0.1499,1,0,0.2265,-1.6585,-0.3705,22.0,0.4536
2162,5,5,1.4064,0.1158,38,17,14.6,2.44,0.4,0.1733,0.2348,1.0,17.5,264.85,0,0.3244,0.1865,1,0,0.0592,-0.1275,0.1294,82.0,0.6649
840,3,21,1.5496,0.4422,39,44,17.0,2.178,0.4327,0.646,0.2569,0.0,30.8,21.07,0,0.1677,0.3869,1,0,0.2068,-0.8161,0.43,59.0,0.1306
3089,0,15,3.6233,0.1367,63,57,20.9,2.895,0.0635,0.3157,0.2476,3.4,21.6,13.89,0,0.3555,0.2691,0,0,0.2156,-0.0497,0.2406,2.0,0.1242
2918,2,2,4.8312,0.0137,15,20,2.6,4.34,0.3694,0.1008,0.5838,5.4,62.9,265.77,0,0.0783,0.4308,1,0,0.1389,1.0311,-1.0274,72.0,0.3765
1566,2,6,5.9419,0.0335,58,28,20.0,2.801,0.125,0.1592,0.0371,9.0,29.9,12.61,0,0.6045,0.1922,3,0,0.1319,1.0215,-0.5313,98.0,0.4808
415,7,7,8.39,0.0277,14,31,3.4,3.42,0.3754,0.2525,0.2159,2.6,23.3,77.23,0,0.12,0.3369,1,0,0.1735,0.2178,-1.911,5.0,0.0357
494,0,12,1.2298,0.3167,22,50,5.9,3.208,0.1882,0.354,0.3254,2.8,27.6,57.28,0,0.0236,0.0337,3,1,0.5155,-0.8855,1.1803,19.0,0.8742
1378,1,6,5.5914,0.0356,10,25,2.5,3.138,0.2207,0.2246,0.5199,1.5,46.0,5.54,0,0.1673,0.1964,0,0,0.2428,0.7377,0.8167,70.0,0.1629
2124,4,13,4.005,0.1073,29,25,8.1,3.22,0.455,0.3688,0.0138,0.3,16.4,237.33,0,0.2624,0.3551,2,0,0.0081,-1.5832,-1.1005,74.0,0.4339
977,7,16,22.9713,0.0232,18,54,6.7,2.382,0.2513,0.1317,0.4386,0.6,34.3,4.3,1,0.2725,0.2799,1,0,0.0256,0.3372,0.2807,42.0,0.3505
1153,5,12,1.7983,0.2184,20,0,6.8,2.609,0.0163,0.3333,0.0334,2.1,28.9,2.77,0,0.1086,0.2769,2,0,0.355,0.3805,0.7952,66.0,0.8274
3,6,7,0.7996,0.2801,6,1,2.6,38.1451,0.0181,0.1327,0.2197,4.2,9.9,5.65,0,0.0563,0.2701,1,0,0.6435,0.4778,-1.6457,69.0,0.44
3428,2,2,1.7374,0.0376,12,59,2.8,3.392,0.1607,0.6103,0.1484,0.1,8.7,12.63,0,0.2138,0.3895,1,0,0.1877,-0.5666,-1.7513,33.0,0.1354
2935,4,21,1.443,0.4741,7,17,2.0,2.336,0.0137,0.0533,0.2524,1.2,49.9,29.51,0,0.0946,0.246,5,0,0.2733,-0.6036,-0.2234,96.0,0.5862
1156,3,9,0.9872,0.294,5,50,3.2,1.385,0.488,0.2647,0.2543,1.1,34.8,4.3,1,0.2948,0.8034,26,5,0.2366,0.2496,1.0654,57.0,0.4937
1272,4,19,1.9695,0.3162,9,44,4.0,1.823,0.1516,0.6597,0.2334,2.3,30.2,141.68,1,0.1415,0.0494,1,0,0.2311,1.3895,2.1793,65.0,0.3683
2829,4,7,3.3437,0.0691,52,3,20.3,2.472,0.2238,0.441,0.2397,0.4,32.3,91.98,0,0.1315,0.452,1,0,0.3123,-0.6008,-0.7599,3.0,0.2619
402,4,9,2.8602,0.1037,22,38,8.2,2.479,0.3055,0.1477,0.1342,11.2,4.7,28.43,0,0.1398,0.1849,2,1,0.7062,-1.0985,0.9607,16.0,0.1291
125,5,15,3.5057,0.1413,28,59,9.6,2.663,0.0524,0.2218,0.4593,10.3,7.4,95.38,1,0.0923,0.1871,2,0,0.2077,-0.6624,-0.4588,93.0,0.8614
3261,1,7,2.4388,0.0944,39,0,13.8,2.678,0.4173,0.1638,0.791,1.4,23.5,152.24,0,0.057,0.4233,0,0,0.2729,-0.0106,0.1784,11.0,0.7992
3603,5,16,2.7131,0.1942,68,36,28.8,2.291,0.2646,0.2346,0.0377,6.4,30.1,112.57,0,0.1268,0.0773,0,0,0.1887,0.7674,0.7839,18.0,0.6218
652,7,18,7.6785,0.0778,73,52,23.6,2.974,0.0764,0.1309,0.3001,4.4,23.1,176.12,0,0.2366,0.0142,4,1,0.4859,-0.3748,0.0049,63.0,0.7287
661,2,2,2.3145,0.0284,35,56,14.2,2.365,0.6727,0.8096,0.5545,6.0,50.0,1.74,0,0.0894,0.1518,1,0,0.39,0.1803,-1.6787,72.0,0.8246
3615,4,7,2.2198,0.1036,24,11,10.2,2.204,0.0418,0.1116,0.2395,0.7,27.6,57.74,0,0.2289,0.2527,1,0,0.4803,0.714,-0.7251,39.0,0.797
2956,5,13,6.1097,0.0705,41,10,16.2,2.395,0.3023,0.1695,0.2175,0.5,8.6,567.97,0,0.2581,0.4874,3,1,0.3749,0.2906,1.3779,60.0,0.4999
203,1,7,0.4291,0.5046,29,31,9.6,2.819,0.2978,0.5196,0.5964,0.2,39.4,22.45,1,0.1225,0.0582,2,0,0.2546,0.9682,0.7163,95.0,0.7512
1350,6,8,2.7513,0.0958,32,19,17.9,1.731,0.1758,0.2764,0.1468,0.4,8.1,47.13,0,0.1708,0.0712,1,1,0.1211,-1.6453,0.3148,22.0,0.399
2859,1,15,4.7206,0.1052,42,14,15.6,2.577,0.074,0.1995,0.0473,0.9,18.5,13.01,0,0.1214,0.1379,2,0,0.3239,-1.2241,-2.1366,54.0,0.6249
655,3,22,2.0568,0.3509,26,10,7.0,3.271,0.3068,0.2429,0.3057,0.1,42.4,63.22,0,0.3945,0.1339,3,3,0.3023,-0.5347,1.1438,85.0,0.4763
3087,6,22,7.554,0.0967,12,52,7.7,1.457,0.2454,0.3474,0.1524,2.4,12.2,17.9,0,0.2356,0.2743,2,0,0.5245,-1.0446,-0.5206,71.0,0.6028
2168,4,7,1.682,0.136,57,50,20.1,2.742,0.1624,0.1231,0.1266,3.8,9.9,11.41,0,0.2191,0.1957,1,0,0.4136,-0.5242,0.1802,91.0,0.041
1119,3,18,7.2196,0.0827,13,17,1.7,4.999,0.3824,0.0752,0.5888,4.1,22.2,126.34,0,0.4377,0.3011,3,0,0.6681,-1.1311,0.5873,22.0,0.6674
2007,4,12,0.7671,0.4997,9,17,2.9,2.426,0.3011,0.0213,0.425,7.2,17.3,16.61,1,0.1963,0.3659,4,0,0.1276,0.4499,-0.8848,39.0,0.9155
3006,0,11,1.7714,0.2032,1,48,0.7,0.686,0.298,0.0635,0.0753,1.9,29.2,46.58,0,0.1841,0.0919,0,0,0.211,1.0037,-0.5636,90.0,0.4587
1584,1,15,6.5796,0.0756,24,58,5.8,3.615,0.4479,0.1244,0.3965,0.7,14.8,329.45,0,0.014,0.3525,2,1,0.3452,2.6993,0.1346,10.0,0.2353
2098,0,0,1.8063,0.0,14,22,4.6,2.526,0.195,0.0974,0.2449,1.6,10.2,35.85,0,0.2875,0.179,3,0,0.2228,-0.807,1.0792,19.0,0.0703
2210,6,6,2.5592,0.0771,12,40,4.6,2.238,0.3351,0.4142,0.2919,0.5,25.0,23.68,0,0.2182,0.2174,1,0,0.1674,1.1855,-1.0403,47.0,0.9058
112,3,5,2.116,0.0775,34,30,9.8,3.182,0.164,0.3364,0.3404,6.4,10.4,9.94,0,0.0865,0.3082,1,1,0.208,0.3841,-0.4021,56.0,0.207
3419,0,1,2.4335,0.0135,18,20,6.6,2.362,0.0729,0.0114,0.374,1.9,19.4,226.71,0,0.4047,0.4406,1,0,0.1928,-0.4579,0.434,85.0,0.2559
962,1,3,3.6004,0.0275,11,36,3.8,2.443,0.4625,0.2157,0.0737,2.0,14.6,56.45,0,0.4526,0.4566,4,0,0.054,-3.3222,-0.3089,35.0,0.7518
2766,6,16,1.5657,0.3335,13,52,1.7,4.943,0.2631,0.0951,0.2496,0.3,56.3,26.22,1,0.4474,0.211,0,0,0.2245,1.1753,0.389,75.0,0.8844
2831,2,13,3.674,0.1169,50,8,20.1,2.411,0.1327,0.1997,0.1129,2.4,38.5,167.68,0,0.102,0.1547,2,1,0.3715,-0.4382,-0.2525,57.0,0.7364
1727,4,9,0.5926,0.4793,56,41,22.2,2.425,0.4768,0.1819,0.212,0.0,3.0,100.13,0,0.2854,0.0921,2,0,0.6968,1.3585,1.1384,24.0,0.2058
2800,6,9,4.5984,0.0648,9,55,0.5,6.198,0.105,0.3994,0.0954,8.2,33.9,13.17,0,0.2432,0.16,1,0,0.2146,-0.5363,-0.9863,97.0,0.3959
3479,4,4,5.8984,0.0225,6,28,2.5,1.751,0.1045,0.4079,0.2546,7.0,12.0,8.15,0,0.3089,0.2472,5,0,0.2627,0.5979,-0.961,44.0,0.1625
